date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:41:02	58171/58171	---M--	200	added ('OK')	text/css	etag:%22e33b-5c734e8972680%22	https://matonghoabonmua.com/wp-includes/css/dist/block-library/style.min.css?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-includes/css/dist/block-library/style.minfcc2.css	(from https://matonghoabonmua.com/)
09:41:02	66058/66058	---M--	200	added ('OK')	text/css	etag:%221020a-5d9e0c32d9780%22	https://matonghoabonmua.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.5.14	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/stylefc72.css	(from https://matonghoabonmua.com/)
09:41:02	3572/3572	---M--	200	added ('OK')	text/css	etag:%22df4-59f9ff0e96f80%22	https://matonghoabonmua.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css?ver=1.2.0	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox7359.css	(from https://matonghoabonmua.com/)
09:41:03	31000/31000	---M--	200	added ('OK')	text/css	etag:%227918-59f9ff0e96f80%22	https://matonghoabonmua.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.min.css?ver=4.7.0	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.min1849.css	(from https://matonghoabonmua.com/)
09:41:03	23825/23825	---M--	200	added ('OK')	text/css	etag:%225d11-59f9ff0e96f80%22	https://matonghoabonmua.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.0.6	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style7c45.css	(from https://matonghoabonmua.com/)
09:41:03	17639/17639	---M--	200	added ('OK')	text/css	etag:%2244e7-5d9e0c30f1300%22	https://matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.9.5	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutc063.css	(from https://matonghoabonmua.com/)
09:41:03	6758/6758	---M--	200	added ('OK')	text/css	etag:%221a66-5d9e0c30f1300%22	https://matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.9.5	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreenc063.css	(from https://matonghoabonmua.com/)
09:41:04	62669/62669	---M--	200	added ('OK')	text/css	etag:%22f4cd-5d9e0c30f1300%22	https://matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.9.5	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/woocommercec063.css	(from https://matonghoabonmua.com/)
09:41:04	686/686	---M--	200	added ('OK')	text/css	etag:%222ae-59f9fef012780%22	https://matonghoabonmua.com/wp-content/plugins/yith-woocommerce-ajax-search/assets/css/yith_wcas_ajax_search.css?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/yith-woocommerce-ajax-search/assets/css/yith_wcas_ajax_searchfcc2.css	(from https://matonghoabonmua.com/)
09:41:04	3872/3872	---M--	200	added ('OK')	text/css	etag:%22f20-59f9fefb84280%22	https://matonghoabonmua.com/wp-content/plugins/yith-woocommerce-compare/assets/css/colorbox.css?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/yith-woocommerce-compare/assets/css/colorboxfcc2.css	(from https://matonghoabonmua.com/)
09:41:04	3626/3626	---M--	200	added ('OK')	text/css	etag:%22e2a-59f9ff050d900%22	https://matonghoabonmua.com/wp-content/plugins/yith-woocommerce-quick-view/assets/css/yith-quick-view.css?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/yith-woocommerce-quick-view/assets/css/yith-quick-viewfcc2.css	(from https://matonghoabonmua.com/)
09:41:05	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Jun%202023%2017:08:36%20GMT	http://matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto.13fcc2.delayed	(from https://matonghoabonmua.com/)
09:41:05	9152/9152	---M--	200	added ('OK')	text/css	etag:%2223c0-5d9e0c30f1300%22	https://matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/woocommerce/assets/css/prettyPhotofcc2.css	(from https://matonghoabonmua.com/)
09:41:05	41290/41290	---M--	200	added ('OK')	text/css	etag:%22a14a-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-fonticons-ii.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-fonticons-ii3e86.css	(from https://matonghoabonmua.com/)
09:41:05	29977/29977	---M--	200	added ('OK')	text/css	etag:%227519-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-fonticons-fa.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-fonticons-fa3e86.css	(from https://matonghoabonmua.com/)
09:41:05	14966/14966	---M--	200	added ('OK')	text/css	etag:%223a76-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/select2/select2.min.css?ver=4.0.13	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/select2/select2.min4819.css	(from https://matonghoabonmua.com/)
09:41:06	4346/4346	---M--	200	added ('OK')	text/css	etag:%2210fa-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-crop.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-crop3e86.css	(from https://matonghoabonmua.com/)
09:41:06	3730/3730	---M--	200	added ('OK')	text/css	etag:%22e92-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-modal.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-modal3e86.css	(from https://matonghoabonmua.com/)
09:41:06	22134/22134	---M--	200	added ('OK')	text/css	etag:%225676-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-styles.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-styles3e86.css	(from https://matonghoabonmua.com/)
09:41:06	9981/9981	---M--	200	added ('OK')	text/css	etag:%2226fd-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-profile.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-profile3e86.css	(from https://matonghoabonmua.com/)
09:41:07	4492/4492	---M--	200	added ('OK')	text/css	etag:%22118c-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-account.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-account3e86.css	(from https://matonghoabonmua.com/)
09:41:07	2161/2161	---M--	200	added ('OK')	text/css	etag:%22871-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-misc.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-misc3e86.css	(from https://matonghoabonmua.com/)
09:41:07	3743/3743	---M--	200	added ('OK')	text/css	etag:%22e9f-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-fileupload.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-fileupload3e86.css	(from https://matonghoabonmua.com/)
09:41:07	3922/3922	---M--	200	added ('OK')	text/css	etag:%22f52-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/pickadate/default.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/pickadate/default3e86.css	(from https://matonghoabonmua.com/)
09:41:08	6009/6009	---M--	200	added ('OK')	text/css	etag:%221779-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/pickadate/default.date.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/pickadate/default.date3e86.css	(from https://matonghoabonmua.com/)
09:41:08	2543/2543	---M--	200	added ('OK')	text/css	etag:%229ef-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/pickadate/default.time.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/pickadate/default.time3e86.css	(from https://matonghoabonmua.com/)
09:41:08	1099/1099	---M--	200	added ('OK')	text/css	etag:%2244b-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-raty.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-raty3e86.css	(from https://matonghoabonmua.com/)
09:41:08	4010/4010	---M--	200	added ('OK')	text/css	etag:%22faa-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/simplebar.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/simplebar3e86.css	(from https://matonghoabonmua.com/)
09:41:08	2271/2271	---M--	200	added ('OK')	text/css	etag:%228df-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-tipsy.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-tipsy3e86.css	(from https://matonghoabonmua.com/)
09:41:09	12865/12865	---M--	200	added ('OK')	text/css	etag:%223241-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-responsive.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-responsive3e86.css	(from https://matonghoabonmua.com/)
09:41:09	6254/6254	---M--	200	added ('OK')	text/css	etag:%22186e-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-old-default.css?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/css/um-old-default3e86.css	(from https://matonghoabonmua.com/)
09:41:10	89496/89496	---M--	200	added ('OK')	application/javascript	etag:%2215d98-5c734e878a200%22	https://matonghoabonmua.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	D:/View/matong/MatOng/matonghoabonmua.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://matonghoabonmua.com/)
09:41:10	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5c734e878a200%22	https://matonghoabonmua.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/View/matong/MatOng/matonghoabonmua.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://matonghoabonmua.com/)
09:41:10	1276/1276	---M--	200	added ('OK')	application/javascript	etag:%224fc-59f9feab68580%22	https://matonghoabonmua.com/wp-content/plugins/pirate-forms/public/js/custom-spam.js?ver=5.7.9	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/pirate-forms/public/js/custom-spamfcc2.js	(from https://matonghoabonmua.com/)
09:41:11	293/293	---M--	200	added ('OK')	application/javascript	etag:%22125-5c65b3dc1fc00%22	https://matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/js/um-gdpr.min.js?ver=2.1.21	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/ultimate-member/assets/js/um-gdpr.min3e86.js	(from https://matonghoabonmua.com/)
09:41:13	828/828	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Jun%202023%2017:08:42%20GMT	https://matonghoabonmua.com/xmlrpc.php?rsd	D:/View/matong/MatOng/matonghoabonmua.com/xmlrpc0db0.php	(from https://matonghoabonmua.com/)
09:41:14	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785cb5980%22	https://matonghoabonmua.com/wp-includes/wlwmanifest.xml	D:/View/matong/MatOng/matonghoabonmua.com/wp-includes/wlwmanifest.xml	(from https://matonghoabonmua.com/)
09:41:16	833/833	---M--	200	added ('OK')	image/png	etag:%22341-5c73562e62f80%22	https://matonghoabonmua.com/wp-content/uploads/2021/07/cropped-logo-1-32x32.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2021/07/cropped-logo-1-32x32.png	(from https://matonghoabonmua.com/)
09:41:16	323189/323189	---M-Z	200	added ('OK')	application/x-javascript	etag:%22382e956ec67e94c2abfcbca379ef226a%22	https://connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	D:/View/matong/MatOng/connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	(from https://matonghoabonmua.com/)
09:41:16	10820/10820	---M--	200	added ('OK')	image/png	etag:%222a44-5c73562e62f80%22	https://matonghoabonmua.com/wp-content/uploads/2021/07/cropped-logo-1-192x192.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2021/07/cropped-logo-1-192x192.png	(from https://matonghoabonmua.com/)
09:41:17	1073914/1073914	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Jun%202023%2017:08:43%20GMT	https://matonghoabonmua.com/wp-json/	D:/View/matong/MatOng/matonghoabonmua.com/wp-json/index.html	(from https://matonghoabonmua.com/)
09:41:17	11332/11332	---M--	200	added ('OK')	image/png	etag:%222c44-5c73562e62f80%22	https://matonghoabonmua.com/wp-content/uploads/2021/07/cropped-logo-1-180x180.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2021/07/cropped-logo-1-180x180.png	(from https://matonghoabonmua.com/)
09:41:20	70502/70502	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:49%20GMT	https://matonghoabonmua.com/register	D:/View/matong/MatOng/matonghoabonmua.com/register.html	(from https://matonghoabonmua.com/)
09:41:21	69102/69102	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:51%20GMT	https://matonghoabonmua.com/login	D:/View/matong/MatOng/matonghoabonmua.com/login.html	(from https://matonghoabonmua.com/)
09:41:21	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Jun%202023%2017:08:53%20GMT	http://matonghoabonmua.com/wp-content/plugins/gtranslate/flags/24/vi.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/gtranslate/flags/24/vi.33.delayed	(from https://matonghoabonmua.com/)
09:41:22	818/818	---M--	200	added ('OK')	image/png	etag:%22332-5d9fbe83ec600%22	https://matonghoabonmua.com/wp-content/plugins/gtranslate/flags/24/vi.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/plugins/gtranslate/flags/24/vi.png	(from https://matonghoabonmua.com/)
09:41:22	88592/88592	---MC-	200	added ('OK')	text/javascript	date:Sun,%2018%20Jun%202023%2002:41:22%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit2	D:/View/matong/MatOng/translate.google.com/translate_a/element7876.js	(from https://matonghoabonmua.com/)
09:41:24	74162/74162	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:54%20GMT	https://matonghoabonmua.com/cart	D:/View/matong/MatOng/matonghoabonmua.com/cart.html	(from https://matonghoabonmua.com/)
09:41:26	73250/73250	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:56%20GMT	https://matonghoabonmua.com/gioi-thieu	D:/View/matong/MatOng/matonghoabonmua.com/gioi-thieu.html	(from https://matonghoabonmua.com/)
09:41:30	105659/105659	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:58%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/san-pham/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/san-pham/index.html	(from https://matonghoabonmua.com/)
09:41:31	75325/75325	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:58%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/mat-ong-cao-cap/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/mat-ong-cao-cap/index.html	(from https://matonghoabonmua.com/)
09:41:32	79339/79339	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:58%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/mat-ong-dac-biet/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/mat-ong-dac-biet/index.html	(from https://matonghoabonmua.com/)
09:41:32	68112/68112	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:08:58%20GMT	https://matonghoabonmua.com/lien-he	D:/View/matong/MatOng/matonghoabonmua.com/lien-he.html	(from https://matonghoabonmua.com/)
09:41:37	75515/75515	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:04%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/mat-ong-sua-chua/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/mat-ong-sua-chua/index.html	(from https://matonghoabonmua.com/)
09:41:37	73293/73293	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:03%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/mat-ong-lo-su/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/mat-ong-lo-su/index.html	(from https://matonghoabonmua.com/)
09:41:37	75628/75628	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:04%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/mat-ong-hoa-rung/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/mat-ong-hoa-rung/index.html	(from https://matonghoabonmua.com/)
09:41:38	73878/73878	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:04%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/mat-ong-nghe-phan-hoa/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/mat-ong-nghe-phan-hoa/index.html	(from https://matonghoabonmua.com/)
09:41:39	553195/553195	---M--	200	added ('OK')	image/png	etag:%22870eb-543b449bf4780%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/anh-3.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/anh-3.png	(from https://matonghoabonmua.com/)
09:41:41	73648/73648	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:09%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/sua-ong-chua-tuoi-nguyen-chat/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/sua-ong-chua-tuoi-nguyen-chat/index.html	(from https://matonghoabonmua.com/)
09:41:42	71636/71636	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:10%20GMT	https://matonghoabonmua.com/category/tin-tuc/	D:/View/matong/MatOng/matonghoabonmua.com/category/tin-tuc/index.html	(from https://matonghoabonmua.com/)
09:41:42	75528/75528	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:10%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/phan-hoa-nguyen-chat/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/phan-hoa-nguyen-chat/index.html	(from https://matonghoabonmua.com/)
09:41:44	510057/510057	---M--	200	added ('OK')	image/png	etag:%227c869-543b44963ba00%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/anh-1.png	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/anh-1.png	(from https://matonghoabonmua.com/)
09:41:45	67519/67519	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:14%20GMT	https://matonghoabonmua.com/category/video/	D:/View/matong/MatOng/matonghoabonmua.com/category/video/index.html	(from https://matonghoabonmua.com/)
09:41:45	75176/75176	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:14%20GMT	https://matonghoabonmua.com/danh-muc-san-pham/tinh-bot-nghe/	D:/View/matong/MatOng/matonghoabonmua.com/danh-muc-san-pham/tinh-bot-nghe/index.html	(from https://matonghoabonmua.com/)
09:41:46	379281/379281	---M--	200	added ('OK')	image/jpeg	etag:%225c991-5440cdb3c1f00%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/anh-6.jpg	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/anh-6.jpg	(from https://matonghoabonmua.com/)
09:41:46	353814/353814	---M--	200	added ('OK')	image/jpeg	etag:%2256616-5440cdb1d9a80%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/anh-5.jpg	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/anh-5.jpg	(from https://matonghoabonmua.com/)
09:41:46	374189/374189	---M--	200	added ('OK')	image/jpeg	etag:%225b5ad-5440cdaff1600%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/anh-3.jpg	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/anh-3.jpg	(from https://matonghoabonmua.com/)
09:41:46	351093/351093	---M--	200	added ('OK')	image/jpeg	etag:%2255b75-5440cdaff1600%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/anh-1.jpg	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/anh-1.jpg	(from https://matonghoabonmua.com/)
09:41:48	92498/92498	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:18%20GMT	https://matonghoabonmua.com/shop/mat-ong-cao-cap-350gr	D:/View/matong/MatOng/matonghoabonmua.com/shop/mat-ong-cao-cap-350gr.html	(from https://matonghoabonmua.com/)
09:41:48	27340/27340	---M--	200	added ('OK')	image/jpeg	etag:%226acc-59fae58a6b700%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/1440151521_boc_591_20150819_8936012540314_1_chon-1-381x502.jpg	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/1440151521_boc_591_20150819_8936012540314_1_chon-1-381x502.jpg	(from https://matonghoabonmua.com/)
09:41:51	100428/100428	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:20%20GMT	https://matonghoabonmua.com/shop/mat-ong-cao-cap-toan-hoa-bon-mua-hop-1kg	D:/View/matong/MatOng/matonghoabonmua.com/shop/mat-ong-cao-cap-toan-hoa-bon-mua-hop-1kg.html	(from https://matonghoabonmua.com/)
09:41:51	38825/38825	---M--	200	added ('OK')	image/jpeg	etag:%2297a9-59fae5d89ef80%22	https://matonghoabonmua.com/wp-content/uploads/2016/12/1440151395_boc_591_20150819_8936012540291_2_chon-381x550.jpg	D:/View/matong/MatOng/matonghoabonmua.com/wp-content/uploads/2016/12/1440151395_boc_591_20150819_8936012540291_2_chon-381x550.jpg	(from https://matonghoabonmua.com/)
09:41:51	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Jun%202023%2017:09:20%20GMT	https://matonghoabonmua.com/?add-to-cart=439	D:/View/matong/MatOng/matonghoabonmua.com/indexb0c6.html	(from https://matonghoabonmua.com/)
09:41:53	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Jun%202023%2017:09:23%20GMT	https://matonghoabonmua.com/?add-to-cart=355	D:/View/matong/MatOng/matonghoabonmua.com/index2995.html	(from https://matonghoabonmua.com/)
09:41:54	102176/102176	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2017:09:23%20GMT	https://matonghoabonmua.com/shop/mat-ong-cao-cap-toan-hoa-bon-mua-hop-500g	D:/View/matong/MatOng/matonghoabonmua.com/shop/mat-ong-cao-cap-toan-hoa-bon-mua-hop-500g.html	(from https://matonghoabonmua.com/)
