date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:39:41	13186/13186	---M-Z	200	added ('OK')	text/css	etag:%223382-61b30cc9-0%22	http://qnafarm.com/themes/web/css/theme.css?v=1639124169	D:/View/QNA/QNA/qnafarm.com/themes/web/css/theme33d0.css	(from http://qnafarm.com/)
09:39:42	85589/85589	---M--	200	added ('OK')	application/x-javascript	etag:%2214e55-61b2feea-0%22	http://qnafarm.com/themes/web/js/jquery.min.js?v=1639120618	D:/View/QNA/QNA/qnafarm.com/themes/web/js/jquery.min47a2.js	(from http://qnafarm.com/)
09:39:43	10056/10056	---M--	200	added ('OK')	application/x-javascript	etag:%222748-61b2feea-0%22	http://qnafarm.com/themes/web/js/jquery/jquery-migrate.min330a.js?v=1639120618	D:/View/QNA/QNA/qnafarm.com/themes/web/js/jquery/jquery-migrate.min330a47a2.js	(from http://qnafarm.com/)
09:39:45	49990/49990	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:44%20GMT	http://qnafarm.com/gio-hang.html	D:/View/QNA/QNA/qnafarm.com/gio-hang.html	(from http://qnafarm.com/)
09:39:45	85405/85405	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:44%20GMT	http://qnafarm.com/san-pham-tu-chuoi-83.html	D:/View/QNA/QNA/qnafarm.com/san-pham-tu-chuoi-83.html	(from http://qnafarm.com/)
09:39:47	89408/89408	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:45%20GMT	http://qnafarm.com/tinh-bot-nghe-77.html	D:/View/QNA/QNA/qnafarm.com/tinh-bot-nghe-77.html	(from http://qnafarm.com/)
09:39:47	65940/65940	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:45%20GMT	http://qnafarm.com/gung-thai-lat-65.html	D:/View/QNA/QNA/qnafarm.com/gung-thai-lat-65.html	(from http://qnafarm.com/)
09:39:47	22989/22989	---M--	200	added ('OK')	image/jpeg	etag:%2259cd-61b2fea7-0%22	http://qnafarm.com/themes/web/images/header-banner.jpg	D:/View/QNA/QNA/qnafarm.com/themes/web/images/header-banner.jpg	(from http://qnafarm.com/)
09:39:49	72487/72487	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:48%20GMT	http://qnafarm.com/mat-ong-78.html	D:/View/QNA/QNA/qnafarm.com/mat-ong-78.html	(from http://qnafarm.com/)
09:39:50	57950/57950	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:48%20GMT	http://qnafarm.com/nam-lim-xanh-rung-79.html	D:/View/QNA/QNA/qnafarm.com/nam-lim-xanh-rung-79.html	(from http://qnafarm.com/)
09:39:50	72344/72344	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:48%20GMT	http://qnafarm.com/mit-rung-82.html	D:/View/QNA/QNA/qnafarm.com/mit-rung-82.html	(from http://qnafarm.com/)
09:39:51	57934/57934	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:49%20GMT	http://qnafarm.com/ho-tieu-rung-80.html	D:/View/QNA/QNA/qnafarm.com/ho-tieu-rung-80.html	(from http://qnafarm.com/)
09:39:52	57982/57982	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:50%20GMT	http://qnafarm.com/san-pham-kho-qua-rung-81.html	D:/View/QNA/QNA/qnafarm.com/san-pham-kho-qua-rung-81.html	(from http://qnafarm.com/)
09:39:52	61330/61330	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:50%20GMT	http://qnafarm.com/gioi-thieu.html	D:/View/QNA/QNA/qnafarm.com/gioi-thieu.html	(from http://qnafarm.com/)
09:39:53	62424/62424	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:51%20GMT	http://qnafarm.com/cau-chuyen-san-pham-vien-hoan-nghe-trang-mat-ong-2.html	D:/View/QNA/QNA/qnafarm.com/cau-chuyen-san-pham-vien-hoan-nghe-trang-mat-ong-2.html	(from http://qnafarm.com/)
09:39:54	100633/100633	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:52%20GMT	http://qnafarm.com/san-pham.html	D:/View/QNA/QNA/qnafarm.com/san-pham.html	(from http://qnafarm.com/)
09:39:54	74160/74160	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:52%20GMT	http://qnafarm.com/tin-tuc.html	D:/View/QNA/QNA/qnafarm.com/tin-tuc.html	(from http://qnafarm.com/)
09:39:55	59807/59807	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:53%20GMT	http://qnafarm.com/hinh-anh.html	D:/View/QNA/QNA/qnafarm.com/hinh-anh.html	(from http://qnafarm.com/)
09:39:55	4219/4219	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:54%20GMT	http://qnafarm.com/login.html	D:/View/QNA/QNA/qnafarm.com/login.html	(from http://qnafarm.com/)
09:39:55	57506/57506	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:39:54%20GMT	http://qnafarm.com/lien-he.html	D:/View/QNA/QNA/qnafarm.com/lien-he.html	(from http://qnafarm.com/)
09:39:58	117639/117639	---M--	200	added ('OK')	image/jpeg	etag:%221cb87-61b2ff0c-0%22	http://qnafarm.com/uploads/media/system/logo.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/media/system/logo.jpg	(from http://qnafarm.com/)
09:40:00	8253/8253	---M--	200	added ('OK')	image/png	etag:%22203d-61b2feab-0%22	http://qnafarm.com/themes/web/images/icons/icon-ship.png	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/icon-ship.png	(from http://qnafarm.com/)
09:40:01	6029/6029	---M--	200	added ('OK')	image/png	etag:%22178d-61b2feaa-0%22	http://qnafarm.com/themes/web/images/icons/icon-2.png	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/icon-2.png	(from http://qnafarm.com/)
09:40:02	5828/5828	---M--	200	added ('OK')	image/png	etag:%2216c4-61b2feaa-0%22	http://qnafarm.com/themes/web/images/icons/icon-4.png	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/icon-4.png	(from http://qnafarm.com/)
09:40:05	89673/89673	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:02%20GMT	http://qnafarm.com/chuoi-say-gion-hop-425g-173.html	D:/View/QNA/QNA/qnafarm.com/chuoi-say-gion-hop-425g-173.html	(from http://qnafarm.com/)
09:40:12	45559/45559	---M--	200	added ('OK')	image/jpeg	etag:%22b1f7-637b86eb-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/chuoi-que-say-gion-221121090959-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/chuoi-que-say-gion-221121090959-1.jpg	(from http://qnafarm.com/)
09:40:15	95187/95187	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:13%20GMT	http://qnafarm.com/bua-an-xanh-green-meal-500g-167.html	D:/View/QNA/QNA/qnafarm.com/bua-an-xanh-green-meal-500g-167.html	(from http://qnafarm.com/)
09:40:16	131849/131849	---M--	200	added ('OK')	image/jpeg	etag:%2220309-61b2ff20-0%22	http://qnafarm.com/uploads/slide/images/slide3333.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/slide/images/slide3333.jpg	(from http://qnafarm.com/)
09:40:19	92908/92908	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:17%20GMT	http://qnafarm.com/bot-chuoi-xanh-100g-166.html	D:/View/QNA/QNA/qnafarm.com/bot-chuoi-xanh-100g-166.html	(from http://qnafarm.com/)
09:40:21	32347/32347	---M--	200	added ('OK')	image/jpeg	etag:%227e5b-63163064-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_09/bua-an-xanh-220906122230-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_09/bua-an-xanh-220906122230-1.jpg	(from http://qnafarm.com/)
09:40:21	163389/163389	---M--	200	added ('OK')	image/jpeg	etag:%2227e3d-61b2ff20-0%22	http://qnafarm.com/uploads/slide/images/slide222.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/slide/images/slide222.jpg	(from http://qnafarm.com/)
09:40:23	97509/97509	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:21%20GMT	http://qnafarm.com/bot-chuoi-xanh-500g-165.html	D:/View/QNA/QNA/qnafarm.com/bot-chuoi-xanh-500g-165.html	(from http://qnafarm.com/)
09:40:24	29592/29592	---M--	200	added ('OK')	image/jpeg	etag:%227398-6312e2c2-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_09/bot-chuoi-xanh-2-220903113752-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_09/bot-chuoi-xanh-2-220903113752-1.jpg	(from http://qnafarm.com/)
09:40:25	76839/76839	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:23%20GMT	http://qnafarm.com/mit-say-gion-hu-90g-164.html	D:/View/QNA/QNA/qnafarm.com/mit-say-gion-hu-90g-164.html	(from http://qnafarm.com/)
09:40:27	31674/31674	---M--	200	added ('OK')	image/jpeg	etag:%227bba-6312d4c7-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_09/bot-chuoi-xanh-220903110400-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_09/bot-chuoi-xanh-220903110400-1.jpg	(from http://qnafarm.com/)
09:40:28	93260/93260	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:26%20GMT	http://qnafarm.com/tinh-bot-nghe-vang-hu-500g-160.html	D:/View/QNA/QNA/qnafarm.com/tinh-bot-nghe-vang-hu-500g-160.html	(from http://qnafarm.com/)
09:40:30	29426/29426	---M--	200	added ('OK')	image/jpeg	etag:%2272f2-629f6157-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_06/mit-say-gion-hop-90g-220607093122-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_06/mit-say-gion-hop-90g-220607093122-1.jpg	(from http://qnafarm.com/)
09:40:32	69291/69291	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:30%20GMT	http://qnafarm.com/mut-gung-vien-xu-tien-qna-farm-175.html	D:/View/QNA/QNA/qnafarm.com/mut-gung-vien-xu-tien-qna-farm-175.html	(from http://qnafarm.com/)
09:40:32	28291/28291	---M--	200	added ('OK')	image/jpeg	etag:%226e83-620e651e-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_02/tinh-bot-nghe-do-220217100809-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_02/tinh-bot-nghe-do-220217100809-1.jpg	(from http://qnafarm.com/)
09:40:35	89371/89371	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:33%20GMT	http://qnafarm.com/tinh-bot-nghe-trang-hu-200g-156.html	D:/View/QNA/QNA/qnafarm.com/tinh-bot-nghe-trang-hu-200g-156.html	(from http://qnafarm.com/)
09:40:38	35145/35145	---M--	200	added ('OK')	image/jpeg	etag:%228949-6462d522-0%22	http://qnafarm.com/uploads/photos/thumbs/2023_05/hinh-hu-vien-gung-230516075743-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2023_05/hinh-hu-vien-gung-230516075743-1.jpg	(from http://qnafarm.com/)
09:40:39	29116/29116	---M--	200	added ('OK')	image/jpeg	etag:%2271bc-620e5d6a-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_02/tinh-bot-nghe-trang-220217093406-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_02/tinh-bot-nghe-trang-220217093406-1.jpg	(from http://qnafarm.com/)
09:40:40	83725/83725	---M--	200	added ('OK')	image/jpeg	etag:%221470d-61b2ff0c-0%22	http://qnafarm.com/uploads/media/Block_html/banner.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/media/Block_html/banner.jpg	(from http://qnafarm.com/)
09:40:41	64158/64158	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:38%20GMT	http://qnafarm.com/la-gung-xong-giai-cam-148.html	D:/View/QNA/QNA/qnafarm.com/la-gung-xong-giai-cam-148.html	(from http://qnafarm.com/)
09:40:43	96671/96671	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:41%20GMT	http://qnafarm.com/nghe-trang-gia-thai-lat-say-lanh-1kg-174.html	D:/View/QNA/QNA/qnafarm.com/nghe-trang-gia-thai-lat-say-lanh-1kg-174.html	(from http://qnafarm.com/)
09:40:43	89658/89658	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:42%20GMT	http://qnafarm.com/chuoi-say-gion-300g-172.html	D:/View/QNA/QNA/qnafarm.com/chuoi-say-gion-300g-172.html	(from http://qnafarm.com/)
09:40:46	90143/90143	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:44%20GMT	http://qnafarm.com/chuoi-say-gion-500g-171.html	D:/View/QNA/QNA/qnafarm.com/chuoi-say-gion-500g-171.html	(from http://qnafarm.com/)
09:40:48	29933/29933	---M--	200	added ('OK')	image/jpeg	etag:%2274ed-637b8624-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/chuoi-say-gion-221121090635-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/chuoi-say-gion-221121090635-1.jpg	(from http://qnafarm.com/)
09:40:49	42056/42056	---M--	200	added ('OK')	image/jpeg	etag:%22a448-637b8dca-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/z3894377897713-c5b0266663a17b64c69f4c98a4a11ed4-221121093207-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/z3894377897713-c5b0266663a17b64c69f4c98a4a11ed4-221121093207-1.jpg	(from http://qnafarm.com/)
09:40:50	100515/100515	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:48%20GMT	http://qnafarm.com/bot-nghe-trang-say-lanh-nguyen-chat-1kg-170.html	D:/View/QNA/QNA/qnafarm.com/bot-nghe-trang-say-lanh-nguyen-chat-1kg-170.html	(from http://qnafarm.com/)
09:40:51	87451/87451	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:50%20GMT	http://qnafarm.com/banh-quy-aki-yaya-140g-169.html	D:/View/QNA/QNA/qnafarm.com/banh-quy-aki-yaya-140g-169.html	(from http://qnafarm.com/)
09:40:53	41266/41266	---M--	200	added ('OK')	image/jpeg	etag:%22a132-637b85c2-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/chuoi-say-gion-3-221121083531-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/chuoi-say-gion-3-221121083531-1.jpg	(from http://qnafarm.com/)
09:40:55	20149/20149	---M--	200	added ('OK')	image/jpeg	etag:%224eb5-63730107-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/banh-quy-tien-ngoc4-221115100003-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/banh-quy-tien-ngoc4-221115100003-1.jpg	(from http://qnafarm.com/)
09:40:56	85700/85700	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:54%20GMT	http://qnafarm.com/banh-quy-aki-yaya-430g-168.html	D:/View/QNA/QNA/qnafarm.com/banh-quy-aki-yaya-430g-168.html	(from http://qnafarm.com/)
09:40:57	46132/46132	---M--	200	added ('OK')	image/jpeg	etag:%22b434-637b4506-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/z3894377868477-04ad969b13f29bb9041f00e3e08b8dbf-221121034628-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/z3894377868477-04ad969b13f29bb9041f00e3e08b8dbf-221121034628-1.jpg	(from http://qnafarm.com/)
09:40:59	850/850	---MC-	200	added ('OK')	text/javascript	date:Sun,%2018%20Jun%202023%2002:40:58%20GMT	https://www.google.com/recaptcha/api.js	D:/View/QNA/QNA/www.google.com/recaptcha/api.js	(from http://qnafarm.com/)
09:41:01	82470/82470	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:40:59%20GMT	http://qnafarm.com/vi-sao-an-banh-aki-yaya-ho-tro-giam-can-hieu-qua-100.html	D:/View/QNA/QNA/qnafarm.com/vi-sao-an-banh-aki-yaya-ho-tro-giam-can-hieu-qua-100.html	(from http://qnafarm.com/)
09:41:01	32544/32544	---M--	200	added ('OK')	image/jpeg	etag:%227f20-63730074-0%22	http://qnafarm.com/uploads/photos/thumbs/2022_11/z3878734178207-9cb3977d4a7b72cffb7daf6093cd7bb2-221115095757-1.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/photos/thumbs/2022_11/z3878734178207-9cb3977d4a7b72cffb7daf6093cd7bb2-221115095757-1.jpg	(from http://qnafarm.com/)
09:41:04	83563/83563	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:41:02%20GMT	http://qnafarm.com/bot-chuoi-xanh-5-loi-ich-tot-cho-suc-khoe-duong-ruot-cua-nguyen-lieu-thoi-thuong-nay-99.html	D:/View/QNA/QNA/qnafarm.com/bot-chuoi-xanh-5-loi-ich-tot-cho-suc-khoe-duong-ruot-cua-nguyen-lieu-thoi-thuong-nay-99.html	(from http://qnafarm.com/)
09:41:12	100355/100355	---M--	200	added ('OK')	image/jpeg	etag:%2218803-61b2fea7-0%22	http://qnafarm.com/themes/web/images/contact.jpg	D:/View/QNA/QNA/qnafarm.com/themes/web/images/contact.jpg	(from http://qnafarm.com/)
09:41:15	74390/74390	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:41:13%20GMT	http://qnafarm.com/9-ly-do-tai-sao-ban-nen-su-dung-tinh-bot-khang-chuoi-xanh-98.html	D:/View/QNA/QNA/qnafarm.com/9-ly-do-tai-sao-ban-nen-su-dung-tinh-bot-khang-chuoi-xanh-98.html	(from http://qnafarm.com/)
09:41:16	95205/95205	---M--	200	added ('OK')	image/jpeg	etag:%22173e5-638b7d22-0%22	http://qnafarm.com/uploads/news/_thumbs/Images/banh-quy-aki-yaya.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/news/_thumbs/Images/banh-quy-aki-yaya.jpg	(from http://qnafarm.com/)
09:41:19	76794/76794	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:41:17%20GMT	http://qnafarm.com/bot-chuoi-xanh-sieu-thuc-pham-cho-suc-khoe-97.html	D:/View/QNA/QNA/qnafarm.com/bot-chuoi-xanh-sieu-thuc-pham-cho-suc-khoe-97.html	(from http://qnafarm.com/)
09:41:23	117431/117431	---M--	200	added ('OK')	image/jpeg	etag:%221cab7-63711311-0%22	http://qnafarm.com/uploads/news/_thumbs/Images/bot-chuoi-xanh-500gam-qnafarm.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/news/_thumbs/Images/bot-chuoi-xanh-500gam-qnafarm.jpg	(from http://qnafarm.com/)
09:41:25	70271/70271	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:41:23%20GMT	http://qnafarm.com/tinh-bot-khang-tu-chuoi-xanh-bot-chuoi-xanh-va-tinh-bot-chuoi-xanh-96.html	D:/View/QNA/QNA/qnafarm.com/tinh-bot-khang-tu-chuoi-xanh-bot-chuoi-xanh-va-tinh-bot-chuoi-xanh-96.html	(from http://qnafarm.com/)
09:41:29	84302/84302	---M--	200	added ('OK')	image/jpeg	etag:%221494e-63612e26-0%22	http://qnafarm.com/uploads/news/_thumbs/Images/bot-chuoi-xanh-qna.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/news/_thumbs/Images/bot-chuoi-xanh-qna.jpg	(from http://qnafarm.com/)
09:41:32	80168/80168	---M--	200	added ('OK')	image/jpeg	etag:%2213928-6311c545-0%22	http://qnafarm.com/uploads/news/_thumbs/Images/bot-chuoi-xanh.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/news/_thumbs/Images/bot-chuoi-xanh.jpg	(from http://qnafarm.com/)
09:41:33	1106/1106	---M--	200	added ('OK')	image/png	etag:%22452-61b2fea8-0%22	http://qnafarm.com/themes/web/images/icons/12-1.png	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/12-1.png	(from http://qnafarm.com/)
09:41:35	60093/60093	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2002:41:33%20GMT	http://qnafarm.com/gioi-thieu-ve-chung-toi-2.html	D:/View/QNA/QNA/qnafarm.com/gioi-thieu-ve-chung-toi-2.html	(from http://qnafarm.com/)
09:41:35	1402/1402	---M--	200	added ('OK')	image/jpeg	etag:%2257a-61b2feab-0%22	http://qnafarm.com/themes/web/images/icons/map-icon.jpg	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/map-icon.jpg	(from http://qnafarm.com/)
09:41:36	1418/1418	---M--	200	added ('OK')	image/jpeg	etag:%2258a-61b2fea9-0%22	http://qnafarm.com/themes/web/images/icons/hotline-icon.jpg	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/hotline-icon.jpg	(from http://qnafarm.com/)
09:41:36	1437/1437	---M--	200	added ('OK')	image/jpeg	etag:%2259d-61b2fea9-0%22	http://qnafarm.com/themes/web/images/icons/email.jpg	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/email.jpg	(from http://qnafarm.com/)
09:41:36	1451/1451	---M--	200	added ('OK')	image/jpeg	etag:%225ab-61b2fea9-0%22	http://qnafarm.com/themes/web/images/icons/global-icon.jpg	D:/View/QNA/QNA/qnafarm.com/themes/web/images/icons/global-icon.jpg	(from http://qnafarm.com/)
09:41:37	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2018%20Jun%202023%2002:41:37%20GMT	http://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	D:/View/QNA/QNA/connect.facebook.net/en_US/sdk/xfbml.customerchat.57.delayed	(from http://qnafarm.com/)
09:41:42	322893/322893	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a9c2d834de1554cf46525578ae59eeac%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	D:/View/QNA/QNA/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from http://qnafarm.com/)
09:41:42	40401/40401	---M-Z	200	added ('OK')	application/x-javascript	etag:%229dd1-61b2feeb-0%22	http://qnafarm.com/themes/web/js/owl.carousel.min43b0.js?v=1639120619	D:/View/QNA/QNA/qnafarm.com/themes/web/js/owl.carousel.min43b0d810.js	(from http://qnafarm.com/)
09:41:43	1115/1115	---M-Z	200	added ('OK')	application/x-javascript	etag:%2245b-61b2feea-0%22	http://qnafarm.com/themes/web/js/hoverIntent.minc245.js?v=1639120618	D:/View/QNA/QNA/qnafarm.com/themes/web/js/hoverIntent.minc24547a2.js	(from http://qnafarm.com/)
09:41:43	21072/21072	---M-Z	200	added ('OK')	application/x-javascript	etag:%225250-61b2feea-0%22	http://qnafarm.com/themes/web/js/jquery.magnific-popup.js?v=1639120618	D:/View/QNA/QNA/qnafarm.com/themes/web/js/jquery.magnific-popup47a2.js	(from http://qnafarm.com/)
09:41:44	161786/161786	---M-Z	200	added ('OK')	application/x-javascript	etag:%22277fa-61b2feeb-0%22	http://qnafarm.com/themes/web/js/main.js?v=1639120619	D:/View/QNA/QNA/qnafarm.com/themes/web/js/maind810.js	(from http://qnafarm.com/)
09:41:45	75660/75660	---M--	200	added ('OK')	image/jpeg	etag:%221278c-630cdf00-0%22	http://qnafarm.com/uploads/news/_thumbs/Images/tinh-bot-khang-tu-chuoi-xanh2.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/news/_thumbs/Images/tinh-bot-khang-tu-chuoi-xanh2.jpg	(from http://qnafarm.com/)
09:41:45	4405/4405	---M--	200	added ('OK')	application/x-javascript	etag:%221135-61b2feea-0%22	http://qnafarm.com/themes/web/js/custom.js?v=1639120618	D:/View/QNA/QNA/qnafarm.com/themes/web/js/custom47a2.js	(from http://qnafarm.com/)
09:41:45	1643/1643	---M--	200	added ('OK')	application/x-javascript	etag:%2266b-61b2feea-0%22	http://qnafarm.com/themes/web/js/lazy-load5152.js?v=1639120618	D:/View/QNA/QNA/qnafarm.com/themes/web/js/lazy-load515247a2.js	(from http://qnafarm.com/)
09:41:46	110289/110289	---M--	200	added ('OK')	image/jpeg	etag:%221aed1-6311c44c-0%22	http://qnafarm.com/uploads/news/_thumbs/Images/chuoi-xanh-qna-farm.jpg	D:/View/QNA/QNA/qnafarm.com/uploads/news/_thumbs/Images/chuoi-xanh-qna-farm.jpg	(from http://qnafarm.com/)
